title,content
"간호협회-교육부, 코로나19 대응 협력…""보건교사 지원인력 한시적 추가 채용""


","21일 학교 보건인력 지원 위한 비대면 간담회간호협회와 교육부는 21일 국회의원회관 제7간담회의실에서 비대면 영상으로 ‘학교 보건인력 지원을 위한 간담회’를 진행했다. 사진 제공=대한간호협회[서울경제] 대한간호협회가 교육부와 함께 코로나19 확산 대응을 위한 학교 보건인력 충원에 힘을 보탠다.간호협회는 교육부와 21일 국회의원회관 제7간담회의실에서 비대면 영상으로 ‘학교 보건인력 지원을 위한 간담회’를 갖고 간호사 면허를 소지한 전문인력들이 학교 내 코로나19 대응지원을 위해 나설 수 있도록 상호 협력하기로 했다고 밝혔다.이번 간담회는 코로나19 장기화 여파로 나날이 가중되고 있는 보건교사의 업무 부담을 낮추기 위한 방안의 하나로 보건교사 지원인력을 추가 배치하기 위해 마련됐다. 중앙재난안전대책본부에 따르면 18세 이하 일평균 코로나 확진자 수는 1월 4주 기준 3188명에서 2월 14일 기준 1만 981명으로 급증했다. 교육부는 학교 개학을 앞두고 코로나19 확산세에 적극 대응하기 위해 한시적으로 보건교사 지원인력 1681명을 추가 채용할 예정이다.정종철 교육부 차관은 “정부 방역체계 전환에 따라 학교 보건교사의 업무 부담이 증가해 피로도가 높은 상황”이라며 “간호사 면허 소지 인력 확보에 간호협회 차원에서 협조해 주시길 부탁드린다”고 말했다.신경림 간호협회장은 “보건교사 지원인력 채용을 위해 협회 차원에서 적극적으로 돕겠다”며 “전국 17개 지부, 10개 취업센터를 통해 간호사 면허를 소지한 전문 인력들이 참여할 수 있도록 협력하겠다”고 말했다. 협회는 코로나19 대응 학교 보건교사 지원인력의 원활한 배치를 위해 협회 차원의 홍보 뿐 아니라 근무 전 감염 및 안전관리에 대한 기초 교육 프로그램도 제공할 예정이다. 이날 간담회에는 교육부에서 정종철 차관, 류해숙 학생지원국장, 정희권 학생건강정책과장이, 간호협회에서 신경림 회장, 임미림 충남간호사회장, 박형숙 경남간호사회장, 황규정 정책전문위원, 문숙 간호인력취업교육 서울·강원센터장이 참석했다.


"
"[DD 퇴근길] 미니룸·사진첩 말곤 오리무중 싸이월드


","디지털데일리가 퇴근 즈음해서 읽을 수 있는 [DD퇴근길] 코너를 마련했습니다. 혹시 오늘 디지털데일리 기사를 놓치지는 않으셨나요? 퇴근 앞두고 저희가 요약 정리한 주요 기사를 가벼운 마음으로 읽어주시기 바랍니다. 전체 기사는 ‘디지털데일리 기사 하단의 관련뉴스(아웃링크)’에서 확인할 수 있습니다.  싸이월드 정식 오픈이 계속 미뤄지고 있습니다. 그렇지만 21일, 베타테스트 버전이 공개됐는데요. 싸이월드는 이날 오전 8시부터 공식 홈페이지를 통해 싸이월드 앱을 먼저 경험한 도토리원정대 활동을 공개했습니다. ‘나는 가끔 눈물을 흘린다’ 눈물 셀카로 유명한 가수 채연을 비롯해 MBC 라디오 FM4U ‘오늘 아침 정지영입니다’, IBK기업은행 등의 미니홈피가 열렸지요. 베타테스트를 경험하기 위해 접속해봤습니다. 과거엔 PC에서 보기 편한 모습으로 미니홈피가 구성됐다면, 이제는 모바일에 최적화된 구성으로 변화됐습니다. 첫 화면에선 기존 미니홈피를 연상시키는 프로필 화면이 나타납니다. 오늘(Today) 접속자 수와 일촌 수 등도 보이지요. 다만, 공식 오픈이 아닌 만큼 ‘김사이’라는 가상의 캐릭터로 대체돼 있긴 합니다. 가수 채연은 최근에 찍은 사진 5장도 함께 미니홈피 사진첩에 올렸습니다. 싸이월드 채연을 상징하는 “ㄴr는 ㄱr끔 눈물을 흘린ㄷr...★”라는 글과 함께 미니룸도 꾸며져 있었습니다. 도토리 원정대 중 일반 유저의 경우, 최근 사진만 올리기도 했습니다. ‘오늘 아침 정지영입니다’는 미니홈피를 통해 도토리 선곡을 신청하도록 독려하고 있었습니다. 도토리 원정대의 1주차 활동은 27일 자정까지 볼 수 있다고 하네요. 조만간 전 국민이 추억용이 아닌 미니홈피를 새로운 SNS로 활용하는 모습, 기대해봐도 되겠지요?전세계 놀란 한국 콘텐츠, 네카오 ‘웹툰의 힘’한국 웹툰은 미국 코믹·일본 망가와 함께 세계 만화시장을 이끌고 있습니다. 특히, 글로벌 콘텐츠 시장을 두드리는 네이버와 카카오가 중심 축입니다. 양사 주요 오리지널 콘텐츠는 이미 성공을 맛봤습니다. 네이버웹툰 ‘지옥’ ‘지금우리학교는’은 넷플릭스 드라마로 영상화돼 글로벌 흥행에 성공했고, 카카오웹툰 ‘이태원클라쓰’는 ‘롯폰기클라쓰’로 일본 현지화해 인기를 끌었지요. 네이버와 카카오 모두 신기록을 달성 중입니다. 네이버웹툰은 지난달 글로벌 월간 활성 이용자(MAU)가 사상 최대치인 8200만명을 돌파했습니다. 유료 거래액도 늘었습니다. 지난달 월간 거래액은 1000억원을 넘어섰습니다. 카카오 ‘픽코마’ 또한 월 거래액 최고 실적을 달성했습니다. 픽코마는 신작 인기에 힘입어 올해 1월 사상 최고 월간 거래액인 776억원을 기록했습니다. 전년동기대비 46.1% 늘어난 수치로, 지난 2018년 픽코마가 기록한 한 해 거래액을 뛰어넘는 숫자입니다.올해 네이버와 카카오는 외형을 키워 글로벌시장을 적극 공략할 방침입니다. 네이버는 올해 다양한 신규수익모델 도입을 기반으로 한 거래규모 성장과 광고, IP사업을 포함한 글로벌 스토리텔링 플랫폼의 경제 규모 확대에 집중합니다. 해외에서는 왓패드 웹툰 스튜디오를 통해 글로벌 킬러IP를 발굴합니다. 본격적으로 출판이나 영상화 관련 IP사업을 전개하고 게임, 드라마, 상품, 전시, 메타버스 등 다양한 사업으로 확장할 방침입니다.최태원, SKT 회장 겸직…AI 사업 혁신 직접 이끈다최태원 SK그룹 회장이 SK텔레콤 회장을 겸직합니다. 이를 통해 미래 먹거리로 점찍은 AI 사업에 드라이브를 걸 예정입니다. SK그룹은 최 회장이 SK텔레콤의 무보수 미등기 회장직을 맡아 AI 사업과 디지털 혁신 가속화를 위한 조력자 역할을 할 것이라고 의미를 부여했습니다. SK하이닉스, SK이노베이션의 비등기 회장으로 활동 중인 최 회장이 SK텔레콤에서 보직을 맡는 것은 처음입니다. 그만큼 AI 사업에 거는 기대가 크다는 것을 의미합니다. SK텔레콤 입장에서도 사업 추진에 힘이 실릴 것으로 보입니다.실제 최 회장은 지난해 SK텔레콤 산하에 출범시킨 그룹 차원의 AI 신산업 태스크포스(TF) ‘아폴로’에 대해 직접 보고받는 등 AI에 대한 관심이 큰 것으로 알려져 있습니다. 최 회장은 아폴로TF를 직접 이끌며 그동안 분사돼 있던 그룹 AI 역량을 결집시킬 것으로 보입니다. 스타급 인재 영입이나 대규모 투자 등으로 이어질 가능성도 큽니다. 다만 SK텔레콤의 일상적인 경영활동은 CEO인 유영상 대표를 중심으로 진행됩니다. 표면적으로는 유영상 SK텔레콤 사장(대표이사)-SK텔레콤 박정호 부회장(비등기 이사)-최태원 회장(비등기 이사)으로 이어지는 구조입니다.메타버스 신용카드 나왔다…BC카드-두나무 PLCC 카드 출시두나무와 BC카드가 대체불가능한 토큰(Non-Fungible Token, 이하 NFT) 및 메타버스 기반 상업자표시신용카드(PLCC)를 출시합니다. 양사가 출시하는 ‘두나무 BC카드’는 오프라인에서 특정 상품을 구입하면 해당 상품이 두나무의 메타버스 플랫폼 '세컨블록'에서 NFT로 구현되는 카드라는데요. 예를 들어 두나무 BC카드를 이용해 오프라인에서 특정 상품을 구입하면 해당 상품이 NFT로 발행되고, 이 NFT를 두나무의 메타버스 플랫폼 ‘세컨블록’에서 아이템으로 활용할 수 있게 된다고 합니다. 양사는 NFT와 메타버스 등 신기술이 실생활에 유용하게 자리잡을 수 있도록 이번 협력을 맺었다고 하는데요 최근 각광받고 있는 PLCC 시장이 메타버스-NFT와 결합해 어떤 시너지를 낼지 관심입니다. 스마트폰도 가전도 'SW 업데이트'…삼성·LG, 고객경험 확대 총력올해 전자업계를 관통하는 키워드는 ‘고객 경험’이죠. 단순 제품 판매에서 그치지 않고 사용성을 강화하고 있습니다. 삼성전자는 최근 스마트폰과 태블릿 신제품을 선보이면서 운영체제(OS) 업그레이드를 기존 3차례에서 최대 4차례 지원한다고 밝혔습니다. 사용 기간 동안 경험을 확장하는 측면이죠. LG전자는 스마트TV를 제외한 생활가전에 SW 업데이트를 접목했는데요. 세탁기나 냉장고 등에 애플리케이션(앱)을 통해 주기적으로 기능을 업그레이드 할 수 있는 '업가전'을 출시했습니다.삼성전자와 LG전자의 전략에는 '전자제품 상향 평준화'가 기반이 됐는데요. 대기업을 비롯해 중견·중소기업 또한 고사양을 경쟁적으로 내놓고 있습니다. 이에 삼성전자와 LG전자는 빠르게 변화하는 소비자의 요구사항이 맞춰 구매 후에도 만족스러운 사용이 이루어지도록 SW를 다지고 있습니다.


"
"컴투스홀딩스, 블록체인 사업 본격화 기대감에 4.88%↑[증시이슈]


","전 거래일 대비 6400원(4.88%) 오른 13만7500원에 장 마감   C2X 플랫폼 [사진 컴투스홀딩스]    컴투스홀딩스 주가가 3거래일 만에 상승 마감했다. 21일 컴투스홀딩스 주가는 전 거래일 대비 6400원(4.88%) 오른 13만7500원에 장을 마감했다.      이번 주가 상승은 오는 3월부터 본격적으로 진행될 블록체인 사업에 대한 기대감 때문으로 분석된다.    SK증권은 이날 3월부터 컴투스홀딩스의 본격적인 블록체인 플랫폼 사업이 기대된다며 투자의견 매수, 목표주가 22만원을 제시했다.    이소중 SK증권 연구원은 “목표주가는 2022년 예상 EPS(주당순이익)에 가상화폐 거래소 사업자인 코인베이스, 국내 게임사 넷마블과 카카오게임즈의 평균 PER(주가수익비율) 23배를 적용한 수치""라며 ""올해 출시 예정인 블록체인 게임 매출을 목표주가 산정에 적용했다""고 설명했다.    컴투스홀딩스 자회사 컴투스플랫폼은 올해 1분기 중에 자체 가상화폐 C2X(가칭)를 발행하고 NFT(대체불가능한토큰) 거래소를 오픈할 계획이다. 플랫폼에 탑재된 게임에서 획득한 재화와 C2X의 교환이 가능해지고 NFT 거래소는 가상화폐 거래소 코인원과 연동돼 높은 접근성을 확보할 것으로 기대된다.    이 연구원은 ""컴투스홀딩스의 게임 유통 플랫폼 하이브와 C2X 월렛, NFT 거래소 등을 통합해 종합 블록체인 플랫폼이 구축될 것으로 판단한다""고 밝혔다.  


"
"KISTI, '충북대학교-KISTI HPC·AI 겨울학교' 개최


","한국과학기술정보연구원(KISTI)과 충북대는 21~24일 4일간 '충북대학교-KISTI HPC·AI 겨울학교'를 개최한다.KISTI와 충북대는 SW 가치 확산과 데이터·SW 융합분야의 발전을 위한 업무협약을 2019년 6월 18일에 체결하였으며, 이에 대한 후속 협력으로 슈퍼컴퓨터 사용자 및 미래 사용자(학생, 연구자 등)의 HPC·AI 활용 역량을 강화하기 위해 'HPC·AI 겨울학교'를 개최하게 되었다.주요 내용으로는 1일차(슈퍼컴퓨터 이해) 슈퍼컴퓨터 활용 및 리눅스 실습, 2일차(슈퍼컴퓨터 '누리온' 활용) MPI 등 병렬프로그래밍 이해 및 실습, 3일차(슈퍼컴퓨터 '뉴론' 활용) CUDA 등 병렬프로그래밍 이해 및 실습, 4일차(인공지능 이해) 인공지능 기초 및 딥러닝 이해를 중심으로 운영될 계획이다.최근 코로나19 오미크론 변이 확산에 대응하여, 모든 교육 일정은 실시간 비대면 및 온라인 교육으로 진행되며, 과학데이터교육센터 홈페이지에서 무료로 수강신청을 받은 결과, 충북대, 전북대, 부경대, 서울대, 연세대, 이화여대 등 전국 15개 대학에서 총 80명이 참가할 예정이다.KISTI 과학데이터교육센터 안부영 센터장은 “이번 '충북대학교-KISTI HPC·AI 겨울학교'를 통해 슈퍼컴퓨터 활용 및 AI 기술 습득을 희망하는 전국의 대학(원)생들이 거대과학 문제해결 및 디지털 뉴딜 시대를 선도하는 미래인재로 성장하길 바란다”고 말했다.KISTI는 지난 2018년 KISTI 강점 기반 전문교육을 수행하기 위한 교육 전담 부서인 과학데이터교육센터를 설립했으며, KISTI가 보유한 데이터, 슈퍼컴퓨팅 인프라와 데이터과학 전문인력을 활용하여, 산·학·연·정 관련자를 대상으로 전문교육 프로그램을 개발·운영하고 있다.'충북대학교-KISTI HPC·AI 겨울학교'에 대한 상세한 사항은 과학데이터교육센터 홈페이지에서 확인할 수 있다.


"
"LG전자 TV서 '클립 드롭스' 소장 NFT 본다


","전용 앱 '드롭스 갤러리' 출시카카오의 블록체인 기술 계열사 그라운드X(대표 한재선)는 LG전자 스마트TV에서 클립 드롭스의 디지털 아트를 감상할수 있는 TV앱 ‘드롭스 갤러리’를 출시했다고 21일 밝혔다.LG 콘텐츠 스토어를 통해 선보이는 드롭스 갤러리는 이용자가 클립 드롭스 내에서 보유하고 있는 한정판 디지털 작품을 LG전자 스마트TV와 연동한다. 디지털 아트 유통 서비스 '1D1D'를 통해 구매한 국내 주요 아티스트들의 미술 작품뿐만 아니라 대체불가토큰(NFT) 판매 채널 '디팩토리'를 통해 구매한 NFT 등을 모두 TV 화면으로 감상할 수 있다. 아티스트와 작품 해설 등의 정보도 확인할 수 있다.드롭스 갤러리는 2019년도 이후 출시된 LG전자 스마트 TV(UHD 이상 모델 및 스탠바이미)에서 모두 사용 가능하다.그라운드X는 미술 전시를 관람하듯 NFT와 디지털 아트의 감상 경험의 질을 높이겠다는 구상이다. 드롭스 갤러리와 더불어 여러 미술 감상 서비스뿐 아니라 LED 스크린과 디지털 액자 등 하드웨어 기기 등을 활용해 새로운 사용자 경험을 제공할 계획이다.LG 스마트TV와 클립 드롭스 연동하는 드롭스 갤러리 TV앱 출시한재선 그라운드X 대표는 “LG 스마트TV의 대화면에서 만나볼 수 있는 드롭스 갤러리를 통해 보다 풍부한 NFT와 디지털 아트 감상 및 향유를 경험할 수 있을 것으로 기대한다”며 “클립 드롭스는 디지털 예술품 큐레이션과 유통을 넘어 작품 세계에 대한 경험과 이해를 바탕으로 이용자와 작가 간 커뮤니티 또한 강화하는 독창적인 NFT 문화 패러다임을 지속적으로 만들어 나갈 것”이라고 말했다.작년 7월에 첫 선을 보인 클립 드롭스는 21일 기준 약 390점의 작품을 선보여 판매액으로 약 730만 클레이(KLAY)를 기록하고 있다. 매일 오전 9시부터 최대 12시간 동안 옥션이나 선착순 에디션 판매를 통해 클레이로 감상하고 구매할 수 있다.


"
"메디픽셀, CTO 등 모집···""작년 전직원 연봉 1000만원 인상에 출퇴근없는 자율 근무""


","최고의료임원과 컴퓨터 비전, 로봇제어 개발자 등 모집심혈관 인공지능(AI) 자동진단 솔루션 개발업체인 메디픽셀(대표 송교석)은 지난해 전 직원 연봉을 일괄 1000만원씩 인상했다. 신규 입사 직원 연봉도 꾸준히 동종업계 상위 1%(크레딥 잡 2021년 12월 기준)를 유지하고 있다. 이달부터는 'MOOC(Medipixel Open Office for Connectivity)'란 이름으로 출퇴근이 없는 전직원 완전 자율근무도 시행하고 있다. 현재 마포구 합정동에 있는 회사도 연내 강남 등 다른 곳으로 이전할 계획이다.21일 송교석 메디픽셀 대표는 ""글로벌 의료기기 업체로 나아가는데 현재 가장 큰 고민은 인재""라며 ""최고기술임원(CTO)과 최고의료책임자(CMO) 등 임원과 직원들을 대거 채용할 계획""이라고 밝혔다.회사는 오는 6월까지 모두 10명 이상의 인력을 뽑을 계획이다. 대상은 CTO와 최고의료책임자(CMO) 등 임원급을 포함해 컴퓨터비전(CV), 로봇제어, 인공지능 분야 소프트웨어 개발자, 품질관리(QA) 등이다. 홍보와 정부과제 담당도 함께 뽑는다.메디픽셀은 지난해 국내외 주요 투자기관에서 100억원 규모의 시리즈A 자금을 유치했다. 또 지분 인수를 통해 전략적 투자자로 참여한 한 글로벌 의료기기 업체와는 세계 시장을 공략하기 위한 비즈니스파트너십 협상을 진행중이다. 서울아산병원, 분당서울대병원 등 국내 주요 대형병원과 심혈관 질병 자동진단 제품인 '메디픽셀 XA(Medipixel XA)'의 임상연구를 활발히 진행하고 있다. 현재 상장(IPO) 준비를 위한 주관사 선정 과정에 있다.송교석 대표는 ""구성원 개개인들의 더 나은 삶의 질이 더 좋은 기업을 많든다는 믿음으로 직원들의 처우와 일하는 환경 조성에 많은 힘을 쏟고 있다""며 ""도전을 함께 할 인재들의 많은 지원을 기대한다""고 밝혔다.


"
"부산에 대체거래소 짓는 '서울거래 비상장'…한국거래소 독점 깰까


","김세영 피에스엑스 대표.(사진=PSX)비상장 주식 중개 플랫폼 서울거래 비상장을 운영하는 피에스엑스(PSX)가 부산광역시에 대체거래소(ATS)를 세운다. 이로써 수익구조가 상장 주식 거래까지 확대될 전망이다. 대체거래소는 상장기능 없이 거래 기술을 활용해 주식의 매매체결 기능을 제공하는 증권거래시스템을 일컫는다. 한국거래소(KRX) 독점 체제를 경쟁 체제로 전환시킬 이슈다.한국거래소는 부산시 문현동에 소재해 있다. 즉 한국거래소가 얻는 수입이 부산지역 경제 활성화에 도움이 된다. 지역 주민들은 대체거래소의 존재를 달가워하지 않았다. 피에스엑스의 '부산 대체거래소' 신설은 대체거래소 제도 반대의 주요 동인으로 작용해왔던 지역민심에 부합하는 전략으로 분석된다.21일 피에스엑스가 밝힌 대체거래소 준비 법인 설립 계획에 따르면 주요 참여자가 확정됨에 따라 '부산대체거래시스템 및 핀테크 엑셀러레이팅센터 준비법인(가칭)'을 설립해 본격적인 사업계획을 수립하고 진행에 속도를 낼 예정이다. 예상 자본금 규모는 550억원이다.피에스엑스 측은 ""기존 대체거래소 논의가 증권사 위주로 이뤄졌던 것과는 달리, 이번 컨소시엄에는 IT기업 등 다양한 분야의 참여자가 합류, 주주 구성을 차별화했다""고 강조했다.구체적으로 피에스엑스가 전체적인 대체거래소 사업을 조율하는 한편, 통신사는 네트워크 구축 및 클라우드 운영을 맡고 벤처캐피털이 스타트업 지원 및 크로스보더 연계를 담당하는 구조다. 대체거래소 추진에 참여한 벤처캐피털에는 블록체인 기술 전문 벤처캐피털인 '해시드'가 포함돼 있고, 잔여 지분에 대해 추가 참여사를 모집할 방침이다.이 같은 구조는 금융투자협회와 미래에셋증권, KB증권, 삼성증권, NH투자증권, 한국투자증권, 키움증권 등 증권사 위주로 이뤄진 'ATS설립검토위원회'와 크게 차별화됐다. 위원회는 올 상반기 중 ATS 예비인가 신청에 나설 예정이다. 증시가 급등해 높은 수익성이 예상되고, 공공기관 재지정을 원치 않는 한국거래소도 유화적인 입장을 취하면서다. 독점 체제가 유지될 경우 한국거래소의 공공기관 재지정 가능성이 있다.수도권 소재 증권사들의 ATS 설립이 부산지역에 피해로 돌아올 거라는 지역민심이 있다. 부산경제살리기시민연대는 최근 성명에서 ""금융위원회와 서울 소재 일부 금융자본이 추진하는 대체거래소 설립을 중단하라""며 ""한국거래소를 통제하기 위한 공공기관 재지정 주장이 수시로 대두되고 대체거래소를 통해 한몫 잡으려는 세력들은 밀실거래를 통해 특혜를 요구하고 있다""고 주장했다.피에스엑스는 부산에 거래소를 세움으로써 이 같은 지역적 이슈를 피할 수 있을 것으로 보인다. 향후 사업 확장도 용이하다. 박형준 부산시장은 선거 당시 디지털자산거래소 설립을 공약했다. 부산시 산하 부산산업과학혁신원(비스텝)은 대체거래소와 가상자산거래소를 합친 통합거래소 설립을 연구하고 있다. 피에스엑스의 부산 대체거래소에 참여하는 해시드의 역할이 주목된다.ATS가 제공해줄 수 있는 편익은 빠른 속도와 유연한 거래시간, 수수료 등이 꼽힌다. 현행 정규장 거래시간인 오전 9시부터 오후 3시 30분에 얽매이지 않아도 되고, 모든 주식 거래대금에 붙는 한국거래소의 0.0027% 수수료도 낮아질 수 있게 된다. 미국 투자자들은 대체거래소의 빠른 속도를 활용해 '초단타매매(고빈도 매매)'도 활발하다. 이 역시 피에스엑스의 거래소에 참여하는 통신사의 역할이 기대되는 대목이다.대체거래소에 맞서 한국거래소는 올해 핵심 전략으로 호가 단위 축소와 함께 코로케이션(Co-Location), 다크풀 등 서비스 도입을 검토한다고 밝혔다. 코로케이션은 증권사의 주문 서버를 거래소 내에 설치하는 것으로, 거래 속도의 개선을 기대할 수 있다. 고빈도 매매 수용에 무게를 둔 것으로 해석되는 제도다. 다크풀의 경우 익명으로 정보노출 없이 대량거래를 할 수 있는 기능으로, 전 세계 대체거래소들이 다수 운영하고 있다.피에스엑스는 금융거래 기술 전문 기업으로서의 역량을 기반으로 대체거래소의 IT 시스템을 자체적으로 구축할 방침이다. 추후 부산시 문현동에 대체거래소 본사를 두고, 부산 지역의 핀테크 산업 활성화를 위한 사업도 진행할 예정이다. 이는 부산과의 밀착도를 강화하는 것으로, 대체거래소를 단순히 사업 중 하나로 보지 않는다는 뜻으로 해석된다.김세영 피에스엑스 대표는 ""대체거래소 설립으로 신성장동력 사업을 지원하는 등 변화하는 산업 구조를 뒷받침할 것""이라며 ""준비 법인 역시 대체거래소와 핀테크 엑셀러레이터를 겸하는 방향으로 추진된다""고 말했다.한편 피에스엑스는 초창기 서비스인 판교스톡 익스체인지(판교거래소)의 약자를 따 명명됐다. 서울거래 비상장에 이어 부산 대체거래소까지 사업 범위가 넓어지면서 기존 사명의 정합성은 약화되고 있다는 지적이다. 이와 관련 사측은 ""사명 변경에 대한 계획은 없다""고 전했다.


"
"인피니언, 말레이시아 증설…2.7조 투자


","쿨림 공장에 3번째 반도체 생산 라인 건설독일 반도체 회사 인피니언테크놀로지스는 21일 말레이시아 쿨림공장에 20억 유로(약 2조7천100억원)를 투자해 세번째 생산라인을 건설한다고 밝혔다.탄화규소(SiC·실리콘카바이드)와 질화갈륨(GaN·갈륨나이트라이드) 반도체 생산 능력을 확대하기 위해서다. 6월 공사를 시작해 2024년 하반기 양산할 예정이다. 인피니언은 이곳에서 20억 유로의 연간 매출이 발생할 것으로 기대했다.인피니언테크놀로지스의 말레이시아 쿨림 공장(사진=인피니언테크놀로지스)인피니언은 3천개 이상 고객사에 SiC 제품을 공급하고 있다. SiC 반도체는 실리콘 기반 제품보다 효율이 높다고 인피니언은 소개했다. 산업용 전원 공급 장치와 태양광·전기자동차 충전 등에 쓰인다. 인피니언은 2020년대 중반까지 SiC 기반 전력반도체 매출 목표를 10억 달러(약 1조1천900억원) 이상으로 잡았다.인피니언은 지식재산권(IP)과 연구개발(R&D) 인력을 무기 삼아 GaN 시장도 공략할 계획이다. 프랑스 시장 조사 업체 욜은 GaN 시장 규모가 2020년 4천700만 달러에서 2025년 8억 달러로 확대될 것으로 전망했다.


"
"방통위, 경기지역 새 라디오 사업자 선정 보류


","도로교통공단 종편 가능한지 도로교통법 우선 검토해야경기지역 신규 라디오방송사업자 심사에서 최고점을 획득한 사업자가 나왔지만, 방송통신위원회가 선정 작업을 보류키로 했다.최고점을 획득한 도로교통공단이 보도를 포함한 종합편성방송이 가능한지 도로교통법에 따른 논란이 없는지 살펴야 한다는 심사위원회의 의견에 따라 방통위 상임위원들이 우선 보류로 뜻을 모았기 때문이다.21일 방통위는 긴급안건으로 전체회의를 열고 경기지역 라디오방송사업 허가대상 사업자 선정에 관한 건을 논의하고 이같이 의견을 모았다.지난 18일까지 닷새간 열린 심사위원회 심사에서 신규 경기지역 라디오방송사업 사업자에 도로교통공단이 787.01점으로 가장 높은 점수를 받았다. OBS가 784.15점으로 그 뒤를 이었고, 최저점수에 못 미친 신청 사업자는 없었다.다만 심사위는 도로교통법상 공단의 보도 방송이 목적 범위에 속하는지 논란이 있을 수 있다는 점을 적시했다. 이에 따라 심사위 결과에 대해 재량권을 가진 방통위에 판단을 넘긴 것이다.방통위 상임위원들은 심사위 채점 결과는 존중해야 하지만 종합편성방송이 법적으로 가능한지 검토를 우선 거쳐야 한다는 의견을 냈다.안형환 부위원장은 “법률을 검토해봐야 알겠지만, 현재 법에서는 종합편성방송을 할 수가 없는데 그럼에도 신청한 것은 도로교통공단이 잘못했다고 생각한다”면서 “더 면밀한 법적 검토를 해야 하고, 다만 길어질 수록 논란이 커지기 때문에 우선 보류하고 조속히 결정해야 한다”고 말했다.한상혁 위원장은 “법적 검토를 거쳐 결정하는 것이 맞다”면서 “차기 회의에서 다시 논의할 문제”라고 밝혔다.


"
"광고모델부터 디자이너·아이돌까지…활동 무대 넓히는 'AI 인간'


","'진짜 사람'처럼 종횡무진 펄스나인, 카카오와 드라마 제작AI 걸그룹 멤버 '재인' 투입쇼호스트 등 전문 영역서도 활약가수, 배우, 디자이너, 쇼핑호스트….가상인간(virtual human)의 활동 영역이 빠르게 확장되고 있다. 광고 출연, 음원 발매 등 엔터테인먼트 영역을 넘어 쇼호스트나 디자이너 등 전문 분야까지 종횡무진이다. 이번엔 드라마에서 정식 배역까지 맡았다. 가상인간 역할이 아니라 진짜 사람을 연기한다.21일 정보기술(IT)업계에 따르면 인공지능(AI) 디지털 그래픽 스타트업 펄스나인과 카카오엔터테인먼트 자회사 레디엔터테인먼트는 다음달 시즌제 4부작 로맨틱 코미디 웹드라마를 유튜브에서 선보인다. ‘안녕하쉐어’(가칭)란 이름이 붙은 이 드라마는 공유하우스에 사는 ‘찌질한’ 남자 대학생의 연애 성장기를 그린다. 펄스나인이 만든 가상 걸그룹 이터니티 멤버 ‘재인’이 이 드라마에 조연으로 출연한다.드라마에서 재인은 SNS에서 엄청난 인기를 누리는 인플루언서로 등장한다. 여자 주인공의 절친한 친구로 남자 주인공이 짝사랑하는 대상이다. 가상인간이 드라마에 카메오로 출연한 적은 있지만 정식 배역을 맡은 것은 이번이 처음이다.재인은 드라마 안에서만큼은 ‘진짜 사람’이다. 평범하게 대화하고, 키스신도 찍는다. 펄스나인의 ‘딥리얼 AI’ 기술이 이를 가능케 했다. 배우들과 함께 촬영한 대역의 동작 데이터에, 국내 가요계 스타들의 표정, 입모습, 몸짓 등의 데이터 20년치를 AI가 학습해 감쪽같이 덧입히는 방식이다. ‘페이스 스와프’란 일종의 하이브리드 디지털 그래픽 기술이다. 펄스나인은 올해 안에 태국 국영방송과 손잡고 AI 남자 아이돌 ‘벤자민’도 온라인동영상서비스(OTT) 오리지널 드라마에 데뷔시킬 예정이다.가상인간의 영역 확장은 가요계에서 특히 두드러진다. 지난해 광고계 블루칩으로 떠오른 가상인간 ‘로지’, YG케이플러스와 모델 매니지먼트 계약을 맺은 ‘한유아’ 등이 이달 가수로 데뷔한다. 이미 패션 잡지 화보, 보험사·식품 광고 등을 통해 얼굴을 알린 이들이다. LG전자의 ‘김래아’도 지난달 가수 윤종신이 이끄는 미스틱스토리와 업무협약(MOU)을 체결하고 음원 발매를 준비하고 있다.최근엔 소비자와의 직접 소통 영역에도 발을 디디고 있다. 네이버 쇼핑라이브에 출연한 ‘리아’, 롯데홈쇼핑 쇼호스트로 나선 ‘루시’ 등이 대표적이다.가상인간이 다양한 영역에서 빠르게 확산할 수 있는 건 배우로 데뷔한 걸그룹 재인처럼 사람의 동작과 AI 데이터를 합성하는 ‘하이브리드’ 방식이 각광받으면서다. 컴퓨터에 100% 의존하는 기존 3차원(3D) 기반 시각특수효과(VFX)보다 경제적이고 빠르다.업계에선 조만간 높은 지능까지 갖춘 ‘퍼펙트 가상인간’도 등장할 것으로 보고 있다. LG AI연구원은 이미 ‘초거대 AI’를 접목한 AI 아티스트 ‘틸다’를 공개했다. 초거대 AI ‘KoGPT’를 보유한 카카오브레인도 고도 가상인간을 개발하고 있다.AI업계 관계자는 “AI 은행원, AI 강사, AI 안내원 등은 특정 인물 영상 데이터를 AI에 학습시켜 재현한 아바타 형태고, 현재 인기가 높은 인플루언서 가상인간은 사람의 동작에 AI 그래픽을 덧씌우는 하이브리드 형태로 다르다”며 “AI의 진화로 두 방식의 경계가 갈수록 흐려지고 있어 스스로 사고하고 행동을 연출해내는 완전한 가상인간이 출현할 날도 머지않았다”고 말했다.


"
