title,content
"ITALY OLYMPIC GAMES


","Milan mayor returns from Beijing with Olympic flagMilan Mayor Giuseppe Sala waves the Olympic flag as he disembarks a plane upon arriving from the closing ceremony of the Beijing 2022 Olympic Winter Games, at Malpensa Airport in Milan, Italy, 21 February 2022. Italy will host the XXV Olympic Winter Games, also known as Milano Cortina 2026.  EPA/MATTEO BAZZI


"
"""푸틴은 살인자인가"" 질문에 생방송 중 난투극 벌어진 우크라이나 (영상)


","ⓒ 트위터[데일리안 = 황기현 기자] 우크라이나에서 생방송 TV 토론 중 난투극이 벌어져 화제다.영국 매체 데일리메일은 지난 18일(현지 시각) 우크라이나 생방송 TV 토론 프로그램 '사빅 슈스터의 언론의 자유'에서 난투극이 벌어졌다고 19일 보도했다.이날 방송에서는 친서방과 친러시아 진영의 패널들이 출연해 블라디미르 푸틴 러시아 대통령의 정책을 놓고 토론을 벌였다.친서방 패널로 참석한 유리 부투소프 기자는 유럽연합(EU)과 북대서양조약기구(NATO) 가입 등을 반대한 네스토르 슈프리치 플랫폼포라이프 의원을 비판했다. 플랫폼포라이프는 친러시아 성향의 야당이다.그러던 중 부투소프 기자는 슈프리치 의원에게 '푸틴은 살인자인가, 범죄자인가'라고 물었다.슈프리치 의원은 ""우크라이나 정부가 판단하게 내버려두라""며 ""러시아와의 좋은 관계가 중요하다""고 대답했다.문제는 이 대답을 듣고 화를 참지 못한 부투소프 기자가 슈프리치 의원의 뺨을 강하게 가격했다는 것이다.순간적으로 충격을 받아 쓰러진 슈프리치 의원은 곧바로 일어나 부투소프 기자에게 주먹을 날리며 반격했다.두 사람의 난투극은 토론장을 무대 삼아 1분여간 이어졌다. 결국 토론은 주변 사람들이 두 사람은 진정시킨 후에야 재개됐다.


"
"INDIA CINEMA


","Film Gangubai Kathiawadi is presented in KolkataIndian Bollywood actress Alia Bhatt speaks to the media during a promotion campaign for the new movie 'Gangubai Kathiawadi' in Kolkata, Eastern India, 21 February 2022. The film based on a sex workers life is directed by Sanjay Leela Bhansali.  EPA/PIYAL ADHIKARY


"
"동계올림픽선수단 귀국 '나만의 포즈로 포토제닉'


","[인천공항=뉴시스] 조수정 기자 = 2022 베이징 동계올림픽에 출전했던 대한민국 선수단 스피드스케이팅 은메달 정재원, 동메달 김민석, 컬링 김경애가 21일 오후 인천국제공항 제2터미널을 통해 귀국, 입국장에서 열린 환영행사에서 포즈를 취하고 있다. 오른쪽부터 컬링 김선영, 사인 그려진 뒷모습 컬링 김경애, 스피드스케이팅 박지우, 김보름, 김민석, 정재원. 2022.02.21. chocrystal@newsis.com[사진 영상 제보받습니다] 공감언론 뉴시스가 독자 여러분의 소중한 제보를 기다립니다. 뉴스 가치나 화제성이 있다고 판단되는 사진 또는 영상을 뉴시스 사진영상부(n-photo@newsis.com)로 보내주시면 적극 반영하겠습니다.


"
"정재원-김민석 '반짝반짝 빛나는 메달 메고'


","[인천공항=뉴시스] 조수정 기자 = 2022 베이징 동계올림픽에 출전했던 대한민국 선수단 스피드스케이팅 은메달 정재원, 동메달 김민석이 21일 오후 인천국제공항 제2터미널을 통해 귀국, 입국장에서 열린 환영행사에서 메달을 들어보이고 있다. 2022.02.21. chocrystal@newsis.com[사진 영상 제보받습니다] 공감언론 뉴시스가 독자 여러분의 소중한 제보를 기다립니다. 뉴스 가치나 화제성이 있다고 판단되는 사진 또는 영상을 뉴시스 사진영상부(n-photo@newsis.com)로 보내주시면 적극 반영하겠습니다.


"
"우크라 돌파구 연 마크롱… 미러 정상회담 합의


","바이든·푸틴 “원칙적으로 수락”블라디미르 푸틴(왼쪽) 러시아 대통령. 에마뉘엘 마크롱(가운데) 프랑스 대통령. 조 바이든(오른쪽) 미국 대통령. AP·AFP 연합뉴스조 바이든 미국 대통령과 블라디미르 푸틴 러시아 대통령이 우크라이나 긴장 완화를 위한 정상회담에 원칙적으로 합의했다. 에마뉘엘 마크롱 프랑스 대통령이 두 정상과의 통화에서 한 제안이 성사된 것으로, 미러 정상회담이 우크라이나 사태의 돌파구가 될지 주목된다.21일(현지시간) 프랑스 대통령실인 엘리제궁은 “마크롱 대통령이 바이든 및 푸틴 대통령에게 미러 정상회담을 제안했고, 두 정상 모두 이를 수락했다”고 밝혔다. 단 “우크라이나를 침공하지 않을 경우에만”이란 단서를 달았다. 젠 사키 백악관 대변인도 성명에서 “바이든 대통령은 러시아의 침공이 일어나지 않는다면 회담에 원칙적으로 응하기로 했다”고 말했다.마크롱 대통령은 전날 푸틴 대통령, 바이든 대통령과 차례로 통화했다. 통화 내용을 공유하며 향후 대응 방안을 조율했을 것으로 보인다.다만 미러 정상이 ‘원칙적으로’ 수락한다고 밝힌 만큼 정상회담 성사가 확정적인 것은 아니다. 드미트리 페스코프 크렘린 대변인은 “회담 개최를 위한 구체적인 계획은 마련되지 않았다”고 밝혔다. 당초 오는 24일로 예정됐던 토니 블링컨 미국 국무장관과 세르게이 라브로프 러시아 외무장관의 회담은 정상회담 의제를 준비하는 자리가 될 것으로 전망된다.


"
"귀국 동계올림픽 선수단 고생하셨습니다!


","[인천공항=뉴시스] 조수정 기자 = 21일 오후 인천국제공항 제2터미널 입국장에서 열린 2022 베이징 동계올림픽 대한민국 선수단 환영행사에서 황희 문화체육관광부 장관이 인사말 하고 있다. 2022.02.21. chocrystal@newsis.com[사진 영상 제보받습니다] 공감언론 뉴시스가 독자 여러분의 소중한 제보를 기다립니다. 뉴스 가치나 화제성이 있다고 판단되는 사진 또는 영상을 뉴시스 사진영상부(n-photo@newsis.com)로 보내주시면 적극 반영하겠습니다.


"
"대회참가 결과보고하는 윤홍근 동계 선수단장


","[인천공항=뉴시스] 조수정 기자 = 21일 오후 인천국제공항 제2터미널 입국장에서 열린 2022 베이징 동계올림픽 대한민국 선수단 환영행사에서 윤홍근 선수단장이 대회참가 결과보고를 하고 있다. 2022.02.21. chocrystal@newsis.com[사진 영상 제보받습니다] 공감언론 뉴시스가 독자 여러분의 소중한 제보를 기다립니다. 뉴스 가치나 화제성이 있다고 판단되는 사진 또는 영상을 뉴시스 사진영상부(n-photo@newsis.com)로 보내주시면 적극 반영하겠습니다.


"
"고생하셨습니다!


","[인천공항=뉴시스] 조수정 기자 = 2022 베이징 동계올림픽에 출전했던 대한민국 선수단이 21일 오후 인천국제공항 제2터미널을 통해 귀국, 입국장에서 열린 환영행사에서 황희 문화체육관광부 장관이 윤홍근 선수단장에게 꽃다발을 전달하고 있다. 2022.02.21. chocrystal@newsis.com[사진 영상 제보받습니다] 공감언론 뉴시스가 독자 여러분의 소중한 제보를 기다립니다. 뉴스 가치나 화제성이 있다고 판단되는 사진 또는 영상을 뉴시스 사진영상부(n-photo@newsis.com)로 보내주시면 적극 반영하겠습니다.


"
"오륜기 선글라스 머리에 얹은 김민석-정재원


","[인천공항=뉴시스] 조수정 기자 = 2022 베이징 동계올림픽에 출전했던 대한민국 선수단 스피트스케이팅 동메달 김민석, 은메달 정재원이 21일 오후 인천국제공항 제2터미널을 통해 귀국하고 있다. 2022.02.21. chocrystal@newsis.com[사진 영상 제보받습니다] 공감언론 뉴시스가 독자 여러분의 소중한 제보를 기다립니다. 뉴스 가치나 화제성이 있다고 판단되는 사진 또는 영상을 뉴시스 사진영상부(n-photo@newsis.com)로 보내주시면 적극 반영하겠습니다.


"
"오륜기 선글라스 머리에 얹은 김민석-정재원


","[인천공항=뉴시스] 조수정 기자 = 2022 베이징 동계올림픽에 출전했던 대한민국 선수단 스피트스케이팅 동메달 김민석, 은메달 정재원이 21일 오후 인천국제공항 제2터미널을 통해 귀국하고 있다. 2022.02.21. chocrystal@newsis.com[사진 영상 제보받습니다] 공감언론 뉴시스가 독자 여러분의 소중한 제보를 기다립니다. 뉴스 가치나 화제성이 있다고 판단되는 사진 또는 영상을 뉴시스 사진영상부(n-photo@newsis.com)로 보내주시면 적극 반영하겠습니다.


"
"Germany Politics


","882a1e9120334b25952919fd387f2ecaGerman Chancellor Olaf Scholz walks through an office in the party's headquarters Willy Brandt House with a phone in his hand prior to a Social Democratic Party, SPD,  executive board meeting in Berlin, Germany, Monday, Feb. 21, 2022. (Kay Nietfeld/Pool via AP)


"
"베이징 동계올림픽 선수단 귀국 '각각 나만의 포즈'


","[인천공항=뉴시스] 조수정 기자 = 2022 베이징 동계올림픽에 출전했던 대한민국 선수단 스피드스케이팅 은메달 정재원(왼쪽), 동메달 김민석(왼쪽 두번째)이 21일 오후 인천국제공항 제2터미널을 통해 귀국, 입국장에서 열린 환영행사에서 메달을 들어보이고 있다. 오른쪽 뒷모습 보이는이부터 컬링 김경애, 스피드 스케이팅 박지우, 김보름.  2022.02.21. chocrystal@newsis.com[사진 영상 제보받습니다] 공감언론 뉴시스가 독자 여러분의 소중한 제보를 기다립니다. 뉴스 가치나 화제성이 있다고 판단되는 사진 또는 영상을 뉴시스 사진영상부(n-photo@newsis.com)로 보내주시면 적극 반영하겠습니다.


"
"Greece Ferry Fire


","dc1f60e629b34520bae8c19169254934Smoke rises from the Italian-flagged Euroferry Olympia, in the Ionian sea near the Greek island of Corfu, on Monday, Feb. 21, 2022. Fire service rescuers are expanding a search inside a burning ferry anchored off the Greek island of Corfu where 10 people remain missing. The fire on the Italian-flagged Euroferry Olympia was burning for a fourth day but rescuers have gained more expanded access inside the 183-meter (600 foot) vessel after containing the blaze. (AP Photo/Petros Giannakouris)


"
"동계올림픽 선수단 본진 귀국


","(인천공항=뉴스1) 민경석 기자 = 2022 베이징 동계올림픽 여정을 마무리한 대한민국 선수단 본진이 21일 오후 인천국제공항 제2여객터미널을 통해 귀국하고 있다. 우리나라는 금메달 2개, 은메달 5개, 동메달 2개를 따내며 종합 14위를 기록했다. 2022.2.21/뉴스1


"
"정재원·김민석 포즈에 '시선집중'


","(인천공항=뉴스1) 민경석 기자 = 2022 베이징 동계올림픽 여정을 마무리한 대한민국 선수단 스피드 스케이팅 정재원(왼쪽)과 김민석이 21일 오후 인천국제공항 제2여객터미널을 통해 귀국해 포즈를 취하자 주변 선수들이 부러운 듯 바라보고 있다.우리나라는 금메달 2개, 은메달 5개, 동메달 2개를 따내며 종합 14위를 기록했다. 2022.2.21/뉴스1


"
"베이징 동계올림픽 선수단도 피할 수 없는 '방역 절차'


","(인천공항=뉴스1) 민경석 기자 = 2022 베이징 동계올림픽 여정을 마무리한 대한민국 선수단 본진이 21일 오후 인천국제공항 제2여객터미널을 통해 귀국하자 방역 관계자들이 손을 들어 안내하고 있다. 우리나라는 금메달 2개, 은메달 5개, 동메달 2개를 따내며 종합 14위를 기록했다. 2022.2.21/뉴스1


"
"동계올림픽 선수단도 피할 수 없는 '방역 절차'


","(인천공항=뉴스1) 민경석 기자 = 2022 베이징 동계올림픽 여정을 마무리한 대한민국 선수단 본진이 21일 오후 인천국제공항 제2여객터미널을 통해 귀국하자 방역 관계자들이 손을 들어 안내하고 있다. 우리나라는 금메달 2개, 은메달 5개, 동메달 2개를 따내며 종합 14위를 기록했다. 2022.2.21/뉴스1


"
"Spain Denmark


","98667fbf305341198080a82836db4ec5Spain's Premier Pedro Sanchez takes off his mask to meet Denmark's Prime Minister Mette Frederiksen, at the Moncloa Palace in Madrid, Spain, Monday, Feb. 21, 2022. (AP Photo/Paul White)


"
"BELGIUM EU UK FOREIGN AFFAIRS


","UK Foreign Secretary Liz Truss in BrusselsA man adjusts the British flag ahead of a EU-UK Joint Committee meeting at the European Commission  in Brussels, Belgium, 21 February 2022.  EPA/STEPHANIE LECOCQ


"
"Germany Storm


","5304dae989e943b4bf06cad8375d2768Fallen trees lay on the ground in the Everstorf Forest after a storm in Grevesmuehlen, Germany, Monday, Feb. 21, 2022. The Association of German Foresters estimates the storm damage in Mecklenburg-Western Pomerania at half a million solid cubic meters. A series of storms have hit northern Europe in recent days. (Jens Buettner/dpa via AP)


"
"Iran Qatar


","3044b383364a4c4883ed914d744bd6c5/Ebrahim Raisi, Tamim bin Hamad Al ThaniIn this photo made available by Qatar News Agency, QNA, President Ebrahim Raisi, left, meets with Qatari Emir Tamim bin Hamad Al Thani, in Doha, Qatar, Monday, Feb. 21, 2022. Raisi is leading a delegation to the Gas Exporting Countries Forum in Doha, designed to develop economic, energy and political cooperation between Iran and Qatar. It is Raisi’s first foreign trip since he took office in August. (Qatar News Agency via AP) AP PROVIDES ACCESS TO THIS PUBLICLY DISTRIBUTED HANDOUT PHOTO PROVIDED BY QATAR NEWS AGENCY; MANDATORY CREDIT.


"
"Spain Denmark


","59489436b62040faa4efa1aaadbae9b4Denmark's Prime Minister Mette Frederiksenand, left, and  Spain's Premier Pedro Sanchez speak, at the start of a meeting at the Moncloa Palace in Madrid, Spain, Monday, Feb. 21, 2022. (AP Photo/Paul White)


"
"Balkans Russia


","77f1a8f7385b4d24a54396fecdf95597FILE - Russia's security council secretary Nikolai Patrushev delivers his speech at the IX Moscow conference on international security in Moscow, Russia, on June 24, 2021. With all eyes on a possible Russia invasion of Ukraine, Russian President Vladimir Putin is sending his top security envoy to the Balkans where Moscow has been trying to maintain influence mainly through its ally Serbia. Serbia’s pro-government media said Monday Nikolai Patrushev, the powerful secretary of the Kremlin’s Security Council, is due to arrive in Belgrade next week for talks with Serbia’s President Aleksandar Vucic. (AP Photo/Alexander Zemlianichenko, Pool) FILE


"
"Iran Qatar


","5fe56554f7bf46ba9b748b561425ca40/Ebrahim Raisi, Tamim bin Hamad Al ThaniIn this photo made available by Qatar News Agency, QNA, President Ebrahim Raisi, left, is welcomed by Qatari Emir Tamim bin Hamad Al Thani, as he arrives in Doha, Qatar, Monday, Feb. 21, 2022. Raisi is leading a delegation to the Gas Exporting Countries Forum in Doha, designed to develop economic, energy and political cooperation between Iran and Qatar. It is Raisi’s first foreign trip since he took office in August. (Qatar News Agency via AP) AP PROVIDES ACCESS TO THIS PUBLICLY DISTRIBUTED HANDOUT PHOTO PROVIDED BY QATAR NEWS AGENCY; MANDATORY CREDIT.


"
"SPAIN DENMARK DIPLOMACY


","Danish Prime Minister Mette Frederiksen visits SpainSpanish Prime Minister Pedro Sanchez (R) receives his Danish counterpart Mette Frederiksen (L) during their meeting held at Moncloa Palace in Madrid, Spain, 21 February 2022.  EPA/JUAN CARLOS HIDALGO


"
"[비디오머그] (번역有) UFC 뺨치는 우크라이나 TV 토론회, 친서방-친러 패널 생방송 중 주먹다툼


","동영상 뉴스지난 18일 우크라이나 TV 생방송 토론 프로그램 '샤빅 슈스터의 언론의 자유'에서 몸싸움이 벌어졌습니다. 친서방 성향의 유리 부투소프 기자와 친러시아 성향의 네스토르 슈프리치 의원이 토론 중 감정이 격해져 주먹다짐을 벌인 겁니다. 우크라이나를 둘러싼 군사적 긴장이 최고조인 지금, 친 서방-친 러시아 인사들 사이의 긴장도 여느 때보다 높은 모습입니다. 이들이 왜 치고받고 싸웠는지 전후 맥락을 들여다볼 수 있게 해당 방송 일부를 번역해 전해드립니다.(구성 : 조도혜 / 편집 : 정용희 / 제작 : D콘텐츠기획부)


"
"'종합 14위 달성' 값진 성과 낸 한국 선수단 귀국…희망의 여정 마침표


","차민규 기수 앞세워 50여명 인천공항 귀국""메달 딴 것보다 더 큰 용기와 희망 얻어""2022 베이징 동계올림픽 대표팀이 21일 오후 인천공항을 통해 귀국해 기념촬영을 하고 있다. 연합뉴스[서울경제] 베이징 동계올림픽에서 열정을 쏟아 부은 대한민국 선수단이 성대한 환호 속에 귀국했다. 한국 선수단은 베이징 동계올림픽 일정을 모두 마치고 21일 오후 인천국제공항을 통해 돌아왔다. 이날 귀국한 선수단은 이기흥 대한체육회장, 윤홍근 한국선수단장을 비롯해 스피드스케이팅, 컬링, 봅슬레이 선수단 등 50여명이다. 쇼트트랙, 피겨스케이팅 등 일부 종목 선수들은 먼저 귀국했다.선수단은 스피드스케이팅 대표팀 차민규(의정부시청)를 앞세워 오후 8시쯤 입국장에 들어섰다. 입국장 앞에서 기다리던 팬들은 선수단을 보고 환호와 박수를 보냈다.황희 문화체육관광부 장관은 선수단을 대표해 윤홍근 선수단장에게 꽃다발을 건넸다. 이기흥 회장은 컬링 대표팀 김은정(강릉시청), 차민규에게 꽃다발을 건네면서 성과를 축하했다.대한체육회는 선수단이 입국한 후 입국장 한편에서 약식으로 선수단 환영 행사를 진행하기도 했다.황 장관은 격려사를 통해 “처음에는 어려웠지만 이후 과정은 정말 감동적이었다”며 “4년의 노력이 사라지는 순간에도 넘어진 선수를 일으켜 세우고, 사과하고, 손뼉을 쳐주는 선수들을 보면서 국민들은 메달을 딴 것보다도 더 큰 용기와 희망을 얻었을 것”이라고 말했다. 이 회장은 “이번 대회를 거울삼아 더 열심히 훈련해서 4년 뒤, 또 다가오는 2024년 유스 동계올림픽에서도 더욱더 좋은 모습을 보이겠다”고 했다.베이징 동계올림픽 스피드스케이팅 남자 500m에서 은메달을 획득한 차민규(의정부시청)가 21일 오후 인천공항에서 태극기를 들고 귀국하고 있다. 연합뉴스이번 동계올림픽에서 한국 선수단은 쇼트트랙에서 황대헌(강원도청)과 최민정(성남시청)이 남녀 1500m에서 각각 금메달을 따는 등 금메달 2개, 은메달 5개, 동메달 2개를 따냈다. 종합순위는 14위로 대회 전 목표였던 ‘금메달 1~2개, 종합순위 15위 이내’를 달성했다.이날 귀국과 함께 기념행사를 마친 선수단은 격리시설로 이동해 코로나19 진단 검사를 받고 다음 날 자택으로 이동할 예정이다.


"
"정재원·김민석 '환한 미소로 귀국'


","(인천공항=뉴스1) 민경석 기자 = 2022 베이징 동계올림픽 여정을 마무리한 대한민국 선수단 스피드 스케이팅 정재원(오른쪽)과 김민석이 21일 오후 인천국제공항 제2여객터미널을 통해 귀국하고 있다.우리나라는 금메달 2개, 은메달 5개, 동메달 2개를 따내며 종합 14위를 기록했다. 2022.2.21/뉴스1


"
"日 '오미크론 정점' 지났나? 확진자 지속 감소… 사망자 증가는 변수


","[이미지출처=연합뉴스]일본 내 오미크론 유행이 정점을 지나며 확진자 수가 급감하고 있지만 사망자 수는 오히려 늘어나고 있다.21일 NHK에 따르면 일본의 코로나19 확진자는 이날 오후 6시 현재까지 5만1987명으로 집계됐다. 전날 7만1488명 대비 1만9501명이 줄었고, 일주일 전인 14일 6만142명에 비해서는 8155명 줄어든 수치다. 다만 사망자는 173명으로 전날(158명)보다 15명 늘어났다.지역별로 보면 도쿄도의 이날 신규 확진자는 8805명으로 지난달 24일 이후 약 1개월 만에 처음으로 1만명을 밑돌았다. 반면 사망자 수는 30명으로 올해 들어 가장 많은 환자가 사망했다.일본에서는 이달부터 5∼11세 어린이를 대상으로 한 코로나19 백신 접종이 시작할 예정이다. 이번 주부터 의료기관에 백신을 보낼 예정으로 희망하는 어린이에 한해 백신을 접종받을 수 있다. 


"
"'종합 14위 달성' 값진 성과 낸 한국 선수단 귀국…희망의 여정 마침표


","차민규 기수 앞세워 50여명 인천공항 귀국""메달 딴 것보다 더 큰 용기와 희망 얻어""2022 베이징 동계올림픽 대표팀이 21일 오후 인천공항을 통해 귀국해 기념촬영을 하고 있다. 연합뉴스[서울경제] 베이징 동계올림픽에서 열정을 쏟아 부은 대한민국 선수단이 성대한 환호 속에 귀국했다. 한국 선수단은 베이징 동계올림픽 일정을 모두 마치고 21일 오후 인천국제공항을 통해 돌아왔다. 이날 귀국한 선수단은 이기흥 대한체육회장, 윤홍근 한국선수단장을 비롯해 스피드스케이팅, 컬링, 봅슬레이 선수단 등 50여명이다. 쇼트트랙, 피겨스케이팅 등 일부 종목 선수들은 먼저 귀국했다.선수단은 스피드스케이팅 대표팀 차민규(의정부시청)를 앞세워 오후 8시쯤 입국장에 들어섰다. 입국장 앞에서 기다리던 팬들은 선수단을 보고 환호와 박수를 보냈다.황희 문화체육관광부 장관은 선수단을 대표해 윤홍근 선수단장에게 꽃다발을 건넸다. 이기흥 회장은 컬링 대표팀 김은정(강릉시청), 차민규에게 꽃다발을 건네면서 성과를 축하했다.대한체육회는 선수단이 입국한 후 입국장 한편에서 약식으로 선수단 환영 행사를 진행하기도 했다.황 장관은 격려사를 통해 “처음에는 어려웠지만 이후 과정은 정말 감동적이었다”며 “4년의 노력이 사라지는 순간에도 넘어진 선수를 일으켜 세우고, 사과하고, 손뼉을 쳐주는 선수들을 보면서 국민들은 메달을 딴 것보다도 더 큰 용기와 희망을 얻었을 것”이라고 말했다. 이 회장은 “이번 대회를 거울삼아 더 열심히 훈련해서 4년 뒤, 또 다가오는 2024년 유스 동계올림픽에서도 더욱더 좋은 모습을 보이겠다”고 했다.베이징 동계올림픽 스피드스케이팅 남자 500m에서 은메달을 획득한 차민규(의정부시청)가 21일 오후 인천공항에서 태극기를 들고 귀국하고 있다. 연합뉴스이번 동계올림픽에서 한국 선수단은 쇼트트랙에서 황대헌(강원도청)과 최민정(성남시청)이 남녀 1500m에서 각각 금메달을 따는 등 금메달 2개, 은메달 5개, 동메달 2개를 따냈다. 종합순위는 14위로 대회 전 목표였던 ‘금메달 1~2개, 종합순위 15위 이내’를 달성했다.이날 귀국과 함께 기념행사를 마친 선수단은 격리시설로 이동해 코로나19 진단 검사를 받고 다음 날 자택으로 이동할 예정이다.


"
"정재원·김민석 '환한 미소로 귀국'


","(인천공항=뉴스1) 민경석 기자 = 2022 베이징 동계올림픽 여정을 마무리한 대한민국 선수단 스피드 스케이팅 정재원(오른쪽)과 김민석이 21일 오후 인천국제공항 제2여객터미널을 통해 귀국하고 있다.우리나라는 금메달 2개, 은메달 5개, 동메달 2개를 따내며 종합 14위를 기록했다. 2022.2.21/뉴스1


"
